,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
74,75,Graveler,1,Normal,Rock Pokémon,2,Rock,Ground,1.0,105.0,3,Rock Head,Sturdy,Sand Veil,390,55,95,115,45,45,35,120.0,70.0,137.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
75,76,Golem,1,Normal,Megaton Pokémon,2,Rock,Ground,1.4,300.0,3,Rock Head,Sturdy,Sand Veil,495,80,120,130,55,65,45,45.0,70.0,223.0,Medium Slow,1,Mineral,,50.0,15.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
76,77,Ponyta,1,Normal,Fire Horse Pokémon,1,Fire,,1.0,30.0,3,Run Away,Flash Fire,Flame Body,410,50,85,55,65,65,90,190.0,70.0,82.0,Medium Fast,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
77,78,Rapidash,1,Normal,Fire Horse Pokémon,1,Fire,,1.7,95.0,3,Run Away,Flash Fire,Flame Body,500,65,100,70,80,80,105,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
78,79,Slowpoke,1,Normal,Dopey Pokémon,2,Water,Psychic,1.2,36.0,3,Oblivious,Own Tempo,Regenerator,315,90,65,65,40,40,15,190.0,70.0,63.0,Medium Fast,2,Monster,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
79,80,Slowbro,1,Normal,Hermit Crab Pokémon,2,Water,Psychic,1.6,78.5,3,Oblivious,Own Tempo,Regenerator,490,95,75,110,100,80,30,75.0,70.0,172.0,Medium Fast,2,Monster,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
80,81,Magnemite,1,Normal,Magnet Pokémon,2,Electric,Steel,0.3,6.0,3,Magnet Pull,Sturdy,Analytic,325,25,35,70,95,55,45,190.0,70.0,65.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
81,82,Magneton,1,Normal,Magnet Pokémon,2,Electric,Steel,1.0,60.0,3,Magnet Pull,Sturdy,Analytic,465,50,60,95,120,70,70,60.0,70.0,163.0,Medium Fast,1,Mineral,,,20.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
82,83,Farfetch'd,1,Normal,Wild Duck Pokémon,2,Normal,Flying,0.8,15.0,3,Keen Eye,Inner Focus,Defiant,377,52,90,55,58,62,60,45.0,70.0,132.0,Medium Fast,2,Field,Flying,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
83,84,Doduo,1,Normal,Twin Bird Pokémon,2,Normal,Flying,1.4,39.2,3,Run Away,Early Bird,Tangled Feet,310,35,85,45,35,35,75,190.0,70.0,62.0,Medium Fast,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
84,85,Dodrio,1,Normal,Triple Bird Pokémon,2,Normal,Flying,1.8,85.2,3,Run Away,Early Bird,Tangled Feet,470,60,110,70,60,60,110,45.0,70.0,165.0,Medium Fast,1,Flying,,50.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
85,86,Seel,1,Normal,Sea Lion Pokémon,1,Water,,1.1,90.0,3,Thick Fat,Hydration,Ice Body,325,65,45,55,45,70,45,190.0,70.0,65.0,Medium Fast,2,Field,Water 1,50.0,20.0,1.0,0.25,0.5,2.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
86,87,Dewgong,1,Normal,Sea Lion Pokémon,2,Water,Ice,1.7,120.0,3,Thick Fat,Hydration,Ice Body,475,90,70,80,70,95,70,75.0,70.0,166.0,Medium Fast,2,Field,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,125.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
87,88,Grimer,1,Normal,Sludge Pokémon,1,Poison,,0.9,30.0,3,Stench,Sticky Hold,Poison Touch,325,80,80,50,40,50,25,190.0,70.0,65.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
88,89,Muk,1,Normal,Sludge Pokémon,1,Poison,,1.2,30.0,3,Stench,Sticky Hold,Poison Touch,500,105,105,75,65,100,50,75.0,70.0,175.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
89,90,Shellder,1,Normal,Bivalve Pokémon,1,Water,,0.3,4.0,3,Shell Armor,Skill Link,Overcoat,305,30,65,100,45,25,40,190.0,70.0,61.0,Slow,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
90,91,Cloyster,1,Normal,Bivalve Pokémon,2,Water,Ice,1.5,132.5,3,Shell Armor,Skill Link,Overcoat,525,50,95,180,85,45,70,60.0,70.0,184.0,Slow,1,Water 3,,50.0,20.0,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
91,92,Gastly,1,Normal,Gas Pokémon,2,Ghost,Poison,1.3,0.1,1,Levitate,,,310,30,35,30,100,35,80,190.0,70.0,62.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
92,93,Haunter,1,Normal,Gas Pokémon,2,Ghost,Poison,1.6,0.1,1,Levitate,,,405,45,50,45,115,55,95,90.0,70.0,142.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
93,94,Gengar,1,Normal,Shadow Pokémon,2,Ghost,Poison,1.5,40.5,1,Cursed Body,,,500,60,65,60,130,75,110,45.0,70.0,225.0,Medium Slow,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
94,95,Onix,1,Normal,Rock Snake Pokémon,2,Rock,Ground,8.8,210.0,3,Rock Head,Sturdy,Weak Armor,385,35,45,160,30,45,70,45.0,70.0,77.0,Medium Fast,1,Mineral,,50.0,25.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
95,96,Drowzee,1,Normal,Hypnosis Pokémon,1,Psychic,,1.0,32.4,3,Insomnia,Forewarn,Inner Focus,328,60,48,45,43,90,42,190.0,70.0,66.0,Medium Fast,1,Human-Like,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
96,97,Hypno,1,Normal,Hypnosis Pokémon,1,Psychic,,1.6,75.6,3,Insomnia,Forewarn,Inner Focus,483,85,73,70,73,115,67,75.0,70.0,169.0,Medium Fast,1,Human-Like,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
97,98,Krabby,1,Normal,River Crab Pokémon,1,Water,,0.4,6.5,3,Hyper Cutter,Shell Armor,Sheer Force,325,30,105,90,25,25,50,225.0,70.0,65.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
98,99,Kingler,1,Normal,Pincer Pokémon,1,Water,,1.3,60.0,3,Hyper Cutter,Shell Armor,Sheer Force,475,55,130,115,50,50,75,60.0,70.0,166.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
99,100,Voltorb,1,Normal,Ball Pokémon,1,Electric,,0.5,10.4,3,Soundproof,Static,Aftermath,330,40,30,50,55,55,100,190.0,70.0,66.0,Medium Fast,1,Mineral,,,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
100,101,Electrode,1,Normal,Ball Pokémon,1,Electric,,1.2,66.6,3,Soundproof,Static,Aftermath,490,60,50,70,80,80,150,60.0,70.0,172.0,Medium Fast,1,Mineral,,,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
101,102,Exeggcute,1,Normal,Egg Pokémon,2,Grass,Psychic,0.4,2.5,2,Chlorophyll,,Harvest,325,60,40,80,60,45,40,90.0,70.0,65.0,Slow,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
102,103,Exeggutor,1,Normal,Coconut Pokémon,2,Grass,Psychic,2.0,120.0,2,Chlorophyll,,Harvest,530,95,95,85,125,75,55,45.0,70.0,186.0,Slow,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
103,104,Cubone,1,Normal,Lonely Pokémon,1,Ground,,0.4,6.5,3,Rock Head,Lightning Rod,Battle Armor,320,50,50,95,40,50,35,190.0,70.0,64.0,Medium Fast,1,Monster,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
104,105,Marowak,1,Normal,Bone Keeper Pokémon,1,Ground,,1.0,45.0,3,Rock Head,Lightning Rod,Battle Armor,425,60,80,110,50,80,45,75.0,70.0,149.0,Medium Fast,1,Monster,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
105,106,Hitmonlee,1,Normal,Kicking Pokémon,1,Fighting,,1.5,49.8,3,Limber,Reckless,Unburden,455,50,120,53,35,110,87,45.0,70.0,159.0,Medium Fast,1,Human-Like,,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
106,107,Hitmonchan,1,Normal,Punching Pokémon,1,Fighting,,1.4,50.2,3,Keen Eye,Iron Fist,Inner Focus,455,50,105,79,35,110,76,45.0,70.0,159.0,Medium Fast,1,Human-Like,,100.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
107,108,Lickitung,1,Normal,Licking Pokémon,1,Normal,,1.2,65.5,3,Own Tempo,Oblivious,Cloud Nine,385,90,55,75,60,75,30,45.0,70.0,77.0,Medium Fast,1,Monster,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
108,109,Koffing,1,Normal,Poison Gas Pokémon,1,Poison,,0.6,1.0,3,Levitate,Neutralizing Gas,Stench,340,40,65,95,60,45,35,190.0,70.0,68.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
109,110,Weezing,1,Normal,Poison Gas Pokémon,1,Poison,,1.2,9.5,3,Levitate,Neutralizing Gas,Stench,490,65,90,120,85,70,60,60.0,70.0,172.0,Medium Fast,1,Amorphous,,50.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
110,111,Rhyhorn,1,Normal,Spikes Pokémon,2,Ground,Rock,1.0,115.0,3,Lightning Rod,Rock Head,Reckless,345,80,85,95,30,30,25,120.0,70.0,69.0,Slow,2,Field,Monster,50.0,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
111,112,Rhydon,1,Normal,Drill Pokémon,2,Ground,Rock,1.9,120.0,3,Lightning Rod,Rock Head,Reckless,485,105,130,120,45,45,40,60.0,70.0,170.0,Slow,2,Field,Monster,50.0,20.0,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
112,113,Chansey,1,Normal,Egg Pokémon,1,Normal,,1.1,34.6,3,Natural Cure,Serene Grace,Healer,450,250,5,5,35,105,50,30.0,140.0,395.0,Fast,1,Fairy,,0.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
113,114,Tangela,1,Normal,Vine Pokémon,1,Grass,,1.0,35.0,3,Chlorophyll,Leaf Guard,Regenerator,435,65,55,115,100,40,60,45.0,70.0,87.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
114,115,Kangaskhan,1,Normal,Parent Pokémon,1,Normal,,2.2,80.0,3,Early Bird,Scrappy,Inner Focus,490,105,95,80,40,80,90,45.0,70.0,172.0,Medium Fast,1,Monster,,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
115,116,Horsea,1,Normal,Dragon Pokémon,1,Water,,0.4,8.0,3,Swift Swim,Sniper,Damp,295,30,40,70,70,25,60,225.0,70.0,59.0,Medium Fast,2,Dragon,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
116,117,Seadra,1,Normal,Dragon Pokémon,1,Water,,1.2,25.0,3,Poison Point,Sniper,Damp,440,55,65,95,95,45,85,75.0,70.0,154.0,Medium Fast,2,Dragon,Water 1,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
117,118,Goldeen,1,Normal,Goldfish Pokémon,1,Water,,0.6,15.0,3,Swift Swim,Water Veil,Lightning Rod,320,45,67,60,35,50,63,225.0,70.0,64.0,Medium Fast,1,Water 2,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
118,119,Seaking,1,Normal,Goldfish Pokémon,1,Water,,1.3,39.0,3,Swift Swim,Water Veil,Lightning Rod,450,80,92,65,65,80,68,60.0,70.0,158.0,Medium Fast,1,Water 2,,50.0,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
119,120,Staryu,1,Normal,Star Shape Pokémon,1,Water,,0.8,34.5,3,Illuminate,Natural Cure,Analytic,340,30,45,55,70,55,85,225.0,70.0,68.0,Slow,1,Water 3,,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
120,121,Starmie,1,Normal,Mysterious Pokémon,2,Water,Psychic,1.1,80.0,3,Illuminate,Natural Cure,Analytic,520,60,75,85,100,85,115,60.0,70.0,182.0,Slow,1,Water 3,,,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
121,122,Mr. Mime,1,Normal,Barrier Pokémon,2,Psychic,Fairy,1.3,54.5,3,Soundproof,Filter,Technician,460,40,45,65,100,120,90,45.0,70.0,161.0,Medium Fast,1,Human-Like,,50.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
122,123,Scyther,1,Normal,Mantis Pokémon,2,Bug,Flying,1.5,56.0,3,Swarm,Technician,Steadfast,500,70,110,80,55,80,105,45.0,70.0,100.0,Medium Fast,1,Bug,,50.0,25.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
123,124,Jynx,1,Normal,Human Shape Pokémon,2,Ice,Psychic,1.4,40.6,3,Oblivious,Forewarn,Dry Skin,455,65,50,35,115,95,95,45.0,70.0,159.0,Medium Fast,1,Human-Like,,0.0,25.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
124,125,Electabuzz,1,Normal,Electric Pokémon,1,Electric,,1.1,30.0,2,Static,,Vital Spirit,490,65,83,57,95,85,105,45.0,70.0,172.0,Medium Fast,1,Human-Like,,75.0,25.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
125,126,Magmar,1,Normal,Spitfire Pokémon,1,Fire,,1.3,44.5,2,Flame Body,,Vital Spirit,495,65,95,57,100,85,93,45.0,70.0,173.0,Medium Fast,1,Human-Like,,75.0,25.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
126,127,Pinsir,1,Normal,Stag Beetle Pokémon,1,Bug,,1.5,55.0,3,Hyper Cutter,Mold Breaker,Moxie,500,65,125,100,55,70,85,45.0,70.0,175.0,Slow,1,Bug,,50.0,25.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
127,128,Tauros,1,Normal,Wild Bull Pokémon,1,Normal,,1.4,88.4,3,Intimidate,Anger Point,Sheer Force,490,75,100,95,40,70,110,45.0,70.0,172.0,Slow,1,Field,,100.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
128,129,Magikarp,1,Normal,Fish Pokémon,1,Water,,0.9,10.0,2,Swift Swim,,Rattled,200,20,10,55,15,20,80,255.0,70.0,40.0,Slow,2,Dragon,Water 2,50.0,5.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
129,130,Gyarados,1,Normal,Atrocious Pokémon,2,Water,Flying,6.5,235.0,2,Intimidate,,Moxie,540,95,125,79,60,100,81,45.0,70.0,189.0,Slow,2,Dragon,Water 2,50.0,5.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
130,131,Lapras,1,Normal,Transport Pokémon,2,Water,Ice,2.5,220.0,3,Water Absorb,Shell Armor,Hydration,535,130,85,80,85,95,60,45.0,70.0,187.0,Slow,2,Monster,Water 1,50.0,40.0,1.0,1.0,0.0,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
131,132,Ditto,1,Normal,Transform Pokémon,1,Normal,,0.3,4.0,2,Limber,,Imposter,288,48,48,48,48,48,48,35.0,70.0,101.0,Medium Fast,1,Ditto,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
132,133,Eevee,1,Normal,Evolution Pokémon,1,Normal,,0.3,6.5,3,Run Away,Adaptability,Anticipation,325,55,55,50,45,65,55,45.0,70.0,65.0,Medium Fast,1,Field,,87.5,35.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
133,134,Vaporeon,1,Normal,Bubble Jet Pokémon,1,Water,,1.0,29.0,2,Water Absorb,,Hydration,525,130,65,60,110,95,65,45.0,70.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
134,135,Jolteon,1,Normal,Lightning Pokémon,1,Electric,,0.8,24.5,2,Volt Absorb,,Quick Feet,525,65,65,60,110,95,130,45.0,70.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
135,136,Flareon,1,Normal,Flame Pokémon,1,Fire,,0.9,25.0,2,Flash Fire,,Guts,525,65,130,60,95,110,65,45.0,70.0,184.0,Medium Fast,1,Field,,87.5,35.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
136,137,Porygon,1,Normal,Virtual Pokémon,1,Normal,,0.8,36.5,3,Trace,Download,Analytic,395,65,60,70,85,75,40,45.0,70.0,79.0,Medium Fast,1,Mineral,,,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
137,138,Omanyte,1,Normal,Spiral Pokémon,2,Rock,Water,0.4,7.5,3,Swift Swim,Shell Armor,Weak Armor,355,35,40,100,90,55,35,45.0,70.0,71.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
138,139,Omastar,1,Normal,Spiral Pokémon,2,Rock,Water,1.0,35.0,3,Swift Swim,Shell Armor,Weak Armor,495,70,60,125,115,70,55,45.0,70.0,173.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139,140,Kabuto,1,Normal,Shellfish Pokémon,2,Rock,Water,0.5,11.5,3,Swift Swim,Battle Armor,Weak Armor,355,30,80,90,55,45,55,45.0,70.0,71.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
140,141,Kabutops,1,Normal,Shellfish Pokémon,2,Rock,Water,1.3,40.5,3,Swift Swim,Battle Armor,Weak Armor,495,60,115,105,65,70,80,45.0,70.0,173.0,Medium Fast,2,Water 1,Water 3,87.5,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
141,142,Aerodactyl,1,Normal,Fossil Pokémon,2,Rock,Flying,1.8,59.0,3,Rock Head,Pressure,Unnerve,515,80,105,65,60,75,130,45.0,70.0,180.0,Slow,1,Flying,,87.5,35.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
142,143,Snorlax,1,Normal,Sleeping Pokémon,1,Normal,,2.1,460.0,3,Immunity,Thick Fat,Gluttony,540,160,110,65,65,110,30,25.0,70.0,189.0,Slow,1,Monster,,87.5,40.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
146,147,Dratini,1,Normal,Dragon Pokémon,1,Dragon,,1.8,3.3,2,Shed Skin,,Marvel Scale,300,41,64,45,50,50,50,45.0,35.0,60.0,Slow,2,Dragon,Water 1,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
147,148,Dragonair,1,Normal,Dragon Pokémon,1,Dragon,,4.0,16.5,2,Shed Skin,,Marvel Scale,420,61,84,65,70,70,70,45.0,35.0,147.0,Slow,2,Dragon,Water 1,50.0,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
148,149,Dragonite,1,Normal,Dragon Pokémon,2,Dragon,Flying,2.2,210.0,2,Inner Focus,,Multiscale,600,91,134,95,100,100,80,45.0,35.0,270.0,Slow,2,Dragon,Water 1,50.0,40.0,1.0,0.5,0.5,1.0,0.25,4.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0
151,152,Chikorita,2,Normal,Leaf Pokémon,1,Grass,,0.9,6.4,2,Overgrow,,Leaf Guard,318,45,49,65,49,65,45,45.0,70.0,64.0,Medium Slow,2,Grass,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
152,153,Bayleef,2,Normal,Leaf Pokémon,1,Grass,,1.2,15.8,2,Overgrow,,Leaf Guard,405,60,62,80,63,80,60,45.0,70.0,142.0,Medium Slow,2,Grass,Monster,87.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
154,155,Cyndaquil,2,Normal,Fire Mouse Pokémon,1,Fire,,0.5,7.9,2,Blaze,,Flash Fire,309,39,52,43,60,50,65,45.0,70.0,62.0,Medium Slow,1,Field,,87.5,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
